W22 G0 (d) — every GPU-tier row that moved when the resting sweep was gated

before = the canonical matrix at the 0.10.0 landing (the W21 bed); after = this gate's
scratch matrix, the same profile documents and the same bed, the sweep gone. Only the
cells the gate recaptured appear: the four standard profiles, GPU tier, calibration and
validation. The holdout is not read at this gate (X5).

profile                                scene                                        row                        before      after      delta
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            oklabDeltaEMean          0.000479   0.000479  -0.000000
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest            interiorMeanWeb          0.971954   0.971953  -0.000001
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.186156   0.172487  -0.013669
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange rimFwhmWeb               1.470272   1.464366  -0.005906
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange ssimMean                 0.998309   0.998441  +0.000132
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange oklabDeltaEMean          0.000777   0.000766  -0.000011
apple-macos-26.5-2x-light-standard     light-solid__capsule-button__rest-tint-orange interiorMeanWeb          0.434926   0.434318  -0.000608
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  rimPeakLuminanceWeb      0.068712   0.068385  -0.000327
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  rimFwhmWeb               2.745210   2.719459  -0.025751
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  ssimMean                 0.998295   0.998309  +0.000014
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  oklabDeltaEMean          0.001350   0.001350  -0.000000
apple-macos-26.5-2x-light-standard     light-solid__rrect-md__rest                  interiorMeanWeb          0.932393   0.932369  -0.000024
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  rimPeakLuminanceWeb      0.062846   0.062430  -0.000416
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  rimFwhmWeb               2.866587   2.848497  -0.018090
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  ssimMean                 0.997863   0.997890  +0.000026
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  oklabDeltaEMean          0.002130   0.002130  -0.000000
apple-macos-26.5-2x-light-standard     light-solid__rrect-ml__rest                  interiorMeanWeb          0.932194   0.932176  -0.000018
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  rimPeakLuminanceWeb      0.158408   0.146405  -0.012003
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  rimFwhmWeb               1.702637   1.722800  +0.020163
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  ssimMean                 0.998401   0.998389  -0.000012
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  oklabDeltaEMean          0.002382   0.002381  -0.000001
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest                  interiorMeanWeb          0.617946   0.617419  -0.000527
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        rimPeakLuminanceWeb      0.203464   0.183717  -0.019746
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        rimFwhmWeb               1.582542   1.602225  +0.019682
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        ssimMean                 0.996838   0.996813  -0.000025
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        oklabDeltaEMean          0.001123   0.001126  +0.000003
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-blue        interiorMeanWeb          0.205695   0.204851  -0.000844
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.178975   0.161960  -0.017015
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      rimFwhmWeb               1.679284   1.706693  +0.027409
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      ssimMean                 0.997862   0.997878  +0.000016
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.001069   0.001064  -0.000005
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.361433   0.360694  -0.000739
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half rimPeakLuminanceWeb      0.174154   0.158703  -0.015451
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half rimFwhmWeb               1.661372   1.679073  +0.017701
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half ssimMean                 0.998015   0.997985  -0.000030
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half oklabDeltaEMean          0.001691   0.001687  -0.000004
apple-macos-26.5-2x-light-standard     photo__capsule-button__rest-tint-orange-half interiorMeanWeb          0.460033   0.459350  -0.000683
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        rimPeakLuminanceWeb      0.143243   0.120910  -0.022333
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        rimFwhmWeb               2.266784   2.331423  +0.064639
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        ssimMean                 0.998034   0.998120  +0.000087
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        oklabDeltaEMean          0.011726   0.011716  -0.000010
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest                        interiorMeanWeb          0.660295   0.659734  -0.000561
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            rimPeakLuminanceWeb      0.185354   0.146425  -0.038929
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            rimFwhmWeb               1.890154   1.964052  +0.073898
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            ssimMean                 0.997070   0.997421  +0.000351
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            oklabDeltaEMean          0.002819   0.002786  -0.000033
apple-macos-26.5-2x-light-standard     photo__rrect-md__rest-tint-orange            interiorMeanWeb          0.367132   0.366204  -0.000928
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        rimPeakLuminanceWeb      0.157294   0.134212  -0.023082
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        rimFwhmWeb               2.514717   2.607031  +0.092315
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        ssimMean                 0.996554   0.996612  +0.000057
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        oklabDeltaEMean          0.023117   0.023128  +0.000011
apple-macos-26.5-2x-light-standard     photo__rrect-ml__rest                        interiorMeanWeb          0.661065   0.660633  -0.000432
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        rimPeakLuminanceWeb      0.164790   0.141677  -0.023114
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        rimFwhmWeb               1.856899   1.880245  +0.023346
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        ssimMean                 0.999347   0.999362  +0.000015
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        oklabDeltaEMean          0.001079   0.001069  -0.000010
apple-macos-26.5-2x-light-standard     photo__rrect-sm__rest                        interiorMeanWeb          0.598284   0.596723  -0.001561
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   rimPeakLuminanceWeb      0.079864   0.059236  -0.020628
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   rimFwhmWeb               2.444444   2.604896  +0.160452
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   ssimMean                 0.998676   0.998653  -0.000023
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   oklabDeltaEMean          0.002683   0.002675  -0.000008
apple-macos-26.5-2x-light-standard     photo__toolbar-group__rest                   interiorMeanWeb          0.641705   0.640160  -0.001545

286 row(s) moved, 130 unmoved, over 72 recaptured cells x 6 rows.
  interiorMeanWeb: 58
  oklabDeltaEMean: 58
  rimFwhmWeb: 56
  rimPeakLuminanceWeb: 56
  ssimMean: 58

== the calibration and validation OKLab dE mean per profile, before -> after
profile                                set           cells     before      after      delta
apple-macos-26.5-1x-dark-standard      calibration       9    0.00410    0.00404   -0.00007
apple-macos-26.5-1x-dark-standard      validation        1    0.00291    0.00291   +0.00000
apple-macos-26.5-1x-light-standard     calibration      20    0.00329    0.00329   +0.00000
apple-macos-26.5-1x-light-standard     validation        6    0.00259    0.00259   -0.00000
apple-macos-26.5-2x-dark-standard      calibration       9    0.00410    0.00403   -0.00007
apple-macos-26.5-2x-dark-standard      validation        1    0.00329    0.00329   +0.00000
apple-macos-26.5-2x-light-standard     calibration      20    0.00334    0.00333   -0.00000
apple-macos-26.5-2x-light-standard     validation        6    0.00263    0.00262   -0.00001

== W22 G1's stops S1 and the rim rows, evaluated on what this gate moved

S1 fires on an untinted row worse than the W21 bed by more than 0.001 in oklabDeltaEMean
or 0.005 in ssimMean. Worse means larger dE or smaller ssim. Every recaptured cell is
tested; the extremes in each direction are named.
oklabDeltaEMean        most negative   -0.000322  apple-macos-26.5-1x-dark-standard / dark-solid__rrect-md__rest (0.004012 -> 0.003690)
oklabDeltaEMean        most positive   +0.000025  apple-macos-26.5-1x-light-standard / dark-solid__rrect-md__rest (0.003042 -> 0.003067)
oklabDeltaEMean        S1 would fire on 0 row(s)
ssimMean               most negative   -0.000145  apple-macos-26.5-1x-light-standard / photo__capsule-button__rest-tint-blue (0.996378 -> 0.996234)
ssimMean               most positive   +0.005736  apple-macos-26.5-1x-dark-standard / dark-solid__rrect-md__rest (0.987672 -> 0.993408)
ssimMean               S1 would fire on 0 row(s)
interiorMeanWeb        most negative   -0.041724  apple-macos-26.5-2x-dark-standard / dark-solid__rrect-md__rest (0.097608 -> 0.055884)
interiorMeanWeb        most positive   +0.000000  apple-macos-26.5-2x-light-standard / impulse__capsule-button__rest-tint-orange (0.426211 -> 0.426211)
interiorMeanWeb        S1 would fire on 0 row(s)
rimPeakLuminanceWeb    most negative   -0.053534  apple-macos-26.5-2x-dark-standard / photo__rrect-md__rest (0.114187 -> 0.060653)
rimPeakLuminanceWeb    most positive   +0.000000  apple-macos-26.5-2x-light-standard / impulse__capsule-button__rest-tint-orange (0.000000 -> 0.000000)
rimPeakLuminanceWeb    S1 would fire on 0 row(s)

merged matrix: 72 of 229 cells substituted -> /Users/new/.claude/jobs/5c70e47f/tmp/w22/g0/merged-matrix.json
