W22 G0 (d) — every GPU-tier row that moved when the resting sweep was gated

before = the canonical matrix at the 0.10.0 landing (the W21 bed); after = this gate's
scratch matrix, the same profile documents and the same bed, the sweep gone. Only the
cells the gate recaptured appear: the four standard profiles, GPU tier, calibration and
validation. The holdout is not read at this gate (X5).

profile                                scene                                        row                        before      after      delta
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           rimPeakLuminanceWeb      0.026079   0.026517  +0.000438
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           rimFwhmWeb               0.960615   0.948071  -0.012544
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           ssimMean                 0.972231   0.972365  +0.000134
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           oklabDeltaEMean          0.006155   0.006067  -0.000089
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           interiorMeanWeb          0.678892   0.675161  -0.003732
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           rimPeakLuminanceWeb      0.075342   0.026812  -0.048530
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           rimFwhmWeb               0.927549   0.814572  -0.112977
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           ssimMean                 0.997111   0.996819  -0.000292
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           oklabDeltaEMean          0.002323   0.002320  -0.000002
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest           interiorMeanWeb          0.677996   0.674757  -0.003239
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue rimPeakLuminanceWeb      0.063339   0.063309  -0.000030
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue rimFwhmWeb               1.011072   1.011077  +0.000005
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue ssimMean                 0.977925   0.977928  +0.000003
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue oklabDeltaEMean          0.004579   0.004579  -0.000000
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue interiorMeanWeb          0.208221   0.208219  -0.000002
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue rimPeakLuminanceWeb      0.129327   0.068285  -0.061042
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue rimFwhmWeb               0.982654   0.964422  -0.018232
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue ssimMean                 0.998217   0.997871  -0.000346
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue oklabDeltaEMean          0.001247   0.001312  +0.000065
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-blue interiorMeanWeb          0.212484   0.208412  -0.004072
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.056400   0.056364  -0.000035
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange rimFwhmWeb               1.011339   1.011346  +0.000007
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange ssimMean                 0.976710   0.976713  +0.000003
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange oklabDeltaEMean          0.004669   0.004668  -0.000000
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange interiorMeanWeb          0.370209   0.370207  -0.000002
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.109424   0.053602  -0.055822
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange rimFwhmWeb               0.967408   0.932022  -0.035386
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange ssimMean                 0.998560   0.998502  -0.000058
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange oklabDeltaEMean          0.001259   0.001240  -0.000019
apple-macos-26.5-1x-light-standard     checkerboard__capsule-button__rest-tint-orange interiorMeanWeb          0.373427   0.369702  -0.003725
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         rimPeakLuminanceWeb      0.049323   0.045362  -0.003961
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         rimFwhmWeb               2.222623   2.094903  -0.127720
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         ssimMean                 0.861410   0.862768  +0.001358
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         oklabDeltaEMean          0.033104   0.031328  -0.001776
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         interiorMeanWeb          0.707755   0.720339  +0.012584
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         rimPeakLuminanceWeb      0.072037   0.029864  -0.042173
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         rimFwhmWeb               0.992493   0.916025  -0.076468
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         ssimMean                 0.982331   0.981600  -0.000731
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         oklabDeltaEMean          0.006241   0.006362  +0.000122
apple-macos-26.5-1x-light-standard     checkerboard__glass-over-glass__rest         interiorMeanWeb          0.712021   0.710168  -0.001852
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 rimPeakLuminanceWeb      0.031008   0.032139  +0.001131
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 rimFwhmWeb               0.821640   0.851457  +0.029816
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 ssimMean                 0.870387   0.869928  -0.000459
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 oklabDeltaEMean          0.032667   0.032766  +0.000099
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 interiorMeanWeb          0.696459   0.695990  -0.000469
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 rimPeakLuminanceWeb      0.082430   0.025672  -0.056758
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 rimFwhmWeb               0.928133   0.772073  -0.156060
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 ssimMean                 0.974285   0.974094  -0.000191
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 oklabDeltaEMean          0.008083   0.008124  +0.000041
apple-macos-26.5-1x-light-standard     checkerboard__rrect-lg__rest                 interiorMeanWeb          0.694731   0.693574  -0.001156
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 rimPeakLuminanceWeb      0.036552   0.036534  -0.000019
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 rimFwhmWeb               0.930797   0.918718  -0.012078
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 ssimMean                 0.912138   0.912106  -0.000032
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 oklabDeltaEMean          0.021197   0.021168  -0.000029
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 interiorMeanWeb          0.695941   0.694680  -0.001261
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 rimPeakLuminanceWeb      0.080589   0.032744  -0.047845
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 rimFwhmWeb               0.923910   0.819579  -0.104331
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 ssimMean                 0.986215   0.986086  -0.000130
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 oklabDeltaEMean          0.003339   0.003319  -0.000019
apple-macos-26.5-1x-light-standard     checkerboard__rrect-md__rest                 interiorMeanWeb          0.694624   0.692989  -0.001635
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 rimPeakLuminanceWeb      0.032550   0.033942  +0.001392
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 rimFwhmWeb               0.917073   0.952557  +0.035484
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 ssimMean                 0.875848   0.875656  -0.000192
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 oklabDeltaEMean          0.030849   0.030864  +0.000015
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 interiorMeanWeb          0.694725   0.694098  -0.000628
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 rimPeakLuminanceWeb      0.083739   0.030265  -0.053473
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 rimFwhmWeb               0.928650   0.804404  -0.124247
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 ssimMean                 0.979652   0.979419  -0.000232
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 oklabDeltaEMean          0.004652   0.004684  +0.000032
apple-macos-26.5-1x-light-standard     checkerboard__rrect-ml__rest                 interiorMeanWeb          0.694716   0.693360  -0.001355
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 rimPeakLuminanceWeb      0.036871   0.037598  +0.000728
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 rimFwhmWeb               0.897139   0.887284  -0.009854
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 ssimMean                 0.988045   0.988064  +0.000020
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 oklabDeltaEMean          0.003188   0.003132  -0.000057
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 interiorMeanWeb          0.683418   0.678242  -0.005176
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 rimPeakLuminanceWeb      0.083582   0.028903  -0.054679
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 rimFwhmWeb               0.913437   0.778989  -0.134448
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 ssimMean                 0.998951   0.998630  -0.000321
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 oklabDeltaEMean          0.000887   0.000903  +0.000016
apple-macos-26.5-1x-light-standard     checkerboard__rrect-sm__rest                 interiorMeanWeb          0.679583   0.674420  -0.005163
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            rimPeakLuminanceWeb      0.009955   0.010680  +0.000724
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            rimFwhmWeb               0.861756   0.903802  +0.042046
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            ssimMean                 0.965242   0.965385  +0.000143
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            oklabDeltaEMean          0.007536   0.007465  -0.000072
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            interiorMeanWeb          0.673518   0.670242  -0.003276
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            rimPeakLuminanceWeb      0.026031   0.001537  -0.024494
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            rimPeakDistanceWeb       1.000000   9.000000  +8.000000
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            rimFwhmWeb               0.813715   3.566170  +2.752456
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            ssimMean                 0.996902   0.996758  -0.000144
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            oklabDeltaEMean          0.002340   0.002367  +0.000027
apple-macos-26.5-1x-light-standard     checkerboard__toolbar-group__rest            interiorMeanWeb          0.675604   0.671282  -0.004322
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   rimPeakLuminanceWeb      0.051443   0.053387  +0.001945
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   rimFwhmWeb               0.920452   0.925379  +0.004926
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   ssimMean                 0.957750   0.957769  +0.000019
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   oklabDeltaEMean          0.008453   0.007822  -0.000630
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   interiorMeanWeb          0.502006   0.496494  -0.005511
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   rimPeakLuminanceWeb      0.086017   0.017565  -0.068453
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   rimFwhmWeb               0.957257   0.795958  -0.161299
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   ssimMean                 0.998260   0.997925  -0.000335
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   oklabDeltaEMean          0.003042   0.003152  +0.000110
apple-macos-26.5-1x-light-standard     dark-solid__rrect-md__rest                   interiorMeanWeb          0.497541   0.495207  -0.002335
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                rimPeakLuminanceWeb      0.092249   0.093532  +0.001284
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                rimFwhmWeb               4.792596   4.736684  -0.055912
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                ssimMean                 0.978058   0.978132  +0.000074
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                oklabDeltaEMean          0.004970   0.004882  -0.000088
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                interiorMeanWeb          0.766332   0.762908  -0.003424
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                rimFwhmWeb               1.616075   1.615713  -0.000362
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                ssimMean                 0.995209   0.994431  -0.000778
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                oklabDeltaEMean          0.002978   0.003028  +0.000050
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest                interiorMeanWeb          0.748149   0.744202  -0.003948
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    rimPeakLuminanceWeb      0.056998   0.056985  -0.000013
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    rimFwhmWeb               1.011233   1.011235  +0.000003
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    ssimMean                 0.981882   0.981882  -0.000000
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    oklabDeltaEMean          0.003818   0.003818  +0.000000
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    interiorMeanWeb          0.401032   0.401031  -0.000001
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    rimPeakLuminanceWeb      0.097806   0.037815  -0.059992
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    rimFwhmWeb               0.820682   0.636079  -0.184604
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    ssimMean                 0.998452   0.998192  -0.000260
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    oklabDeltaEMean          0.001491   0.001478  -0.000013
apple-macos-26.5-1x-light-standard     hc-text__capsule-button__rest-tint-orange    interiorMeanWeb          0.389118   0.385114  -0.004004
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      rimPeakLuminanceWeb      0.020788   0.020779  -0.000009
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      rimFwhmWeb               0.498485   0.497896  -0.000589
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      ssimMean                 0.939525   0.939395  -0.000130
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      oklabDeltaEMean          0.015215   0.015194  -0.000021
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      interiorMeanWeb          0.755474   0.754719  -0.000756
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      rimPeakLuminanceWeb      0.120415   0.080144  -0.040270
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      rimFwhmWeb               0.776741   0.695627  -0.081114
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      ssimMean                 0.976897   0.977467  +0.000571
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      oklabDeltaEMean          0.004127   0.004091  -0.000036
apple-macos-26.5-1x-light-standard     hc-text__rrect-md__rest                      interiorMeanWeb          0.749440   0.748065  -0.001375
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      rimPeakLuminanceWeb      0.050535   0.050594  +0.000058
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      rimFwhmWeb               0.916512   0.917570  +0.001057
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      ssimMean                 0.954409   0.954396  -0.000012
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      oklabDeltaEMean          0.011472   0.011469  -0.000003
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      interiorMeanWeb          0.467790   0.467757  -0.000033
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      rimPeakLuminanceWeb      0.074288   0.009399  -0.064890
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      rimFwhmWeb               0.894429   0.499866  -0.394563
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      ssimMean                 0.997772   0.997349  -0.000423
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      oklabDeltaEMean          0.004582   0.004687  +0.000105
apple-macos-26.5-1x-light-standard     impulse__rrect-md__rest                      interiorMeanWeb          0.465965   0.463752  -0.002213
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            rimPeakLuminanceWeb      0.000000   0.004249  +0.004249
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            rimPeakDistanceWeb      12.000000   1.000000 -11.000000
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            rimFwhmWeb               0.000000   1.015472  +1.015472
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            ssimMean                 0.989955   0.989973  +0.000018
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            oklabDeltaEMean          0.000815   0.000633  -0.000182
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            interiorMeanWeb          0.974075   0.966879  -0.007196
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            rimPeakLuminanceWeb      0.020921   0.020126  -0.000795
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            rimFwhmWeb               0.550019   0.539369  -0.010650
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            ssimMean                 0.998409   0.998468  +0.000060
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            oklabDeltaEMean          0.000501   0.000500  -0.000001
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest            interiorMeanWeb          0.971796   0.971740  -0.000057
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange ssimMean                 0.983698   0.983693  -0.000004
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange oklabDeltaEMean          0.001862   0.001862  +0.000000
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.125230   0.074929  -0.050301
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange rimFwhmWeb               0.965079   0.940520  -0.024558
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange ssimMean                 0.998410   0.998578  +0.000168
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange oklabDeltaEMean          0.000767   0.000744  -0.000023
apple-macos-26.5-1x-light-standard     light-solid__capsule-button__rest-tint-orange interiorMeanWeb          0.435160   0.431804  -0.003357
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  rimPeakLuminanceWeb      0.006032   0.006073  +0.000041
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  ssimMean                 0.980110   0.980110  -0.000000
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  oklabDeltaEMean          0.001915   0.001810  -0.000105
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  interiorMeanWeb          0.933444   0.932813  -0.000631
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  rimPeakLuminanceWeb      0.056755   0.053924  -0.002831
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  rimFwhmWeb               0.868062   0.858644  -0.009418
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  ssimMean                 0.996817   0.996905  +0.000089
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  oklabDeltaEMean          0.001453   0.001452  -0.000002
apple-macos-26.5-1x-light-standard     light-solid__rrect-md__rest                  interiorMeanWeb          0.932510   0.932406  -0.000104
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  rimPeakLuminanceWeb      0.005485   0.005500  +0.000015
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  rimFwhmWeb               0.926390   0.924921  -0.001469
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  ssimMean                 0.971801   0.971818  +0.000017
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  oklabDeltaEMean          0.004069   0.003544  -0.000525
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  interiorMeanWeb          0.933321   0.932715  -0.000606
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  rimPeakLuminanceWeb      0.054675   0.051708  -0.002967
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  rimFwhmWeb               0.863217   0.852406  -0.010811
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  ssimMean                 0.995755   0.995923  +0.000168
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  oklabDeltaEMean          0.002248   0.002245  -0.000003
apple-macos-26.5-1x-light-standard     light-solid__rrect-ml__rest                  interiorMeanWeb          0.932318   0.932236  -0.000082
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         rimPeakLuminanceWeb      0.045560   0.046454  +0.000894
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         rimFwhmWeb               0.953083   0.950474  -0.002609
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         ssimMean                 0.974516   0.974514  -0.000002
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         oklabDeltaEMean          0.003890   0.003705  -0.000185
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         interiorMeanWeb          0.470905   0.466263  -0.004642
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         rimPeakLuminanceWeb      0.087803   0.027555  -0.060248
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         rimFwhmWeb               0.958796   0.870130  -0.088667
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         ssimMean                 0.998682   0.998369  -0.000314
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         oklabDeltaEMean          0.001032   0.001089  +0.000058
apple-macos-26.5-1x-light-standard     mid-dark-solid__capsule-button__rest         interiorMeanWeb          0.462043   0.458017  -0.004025
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  rimPeakLuminanceWeb      0.046569   0.047155  +0.000587
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  rimFwhmWeb               1.107220   1.117727  +0.010508
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  ssimMean                 0.977326   0.977349  +0.000023
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  oklabDeltaEMean          0.003848   0.003744  -0.000104
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  interiorMeanWeb          0.618904   0.615278  -0.003626
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  rimPeakLuminanceWeb      0.089395   0.030497  -0.058898
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  rimFwhmWeb               0.961464   0.888237  -0.073227
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  ssimMean                 0.998738   0.998816  +0.000078
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  oklabDeltaEMean          0.002365   0.002341  -0.000024
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest                  interiorMeanWeb          0.616547   0.612616  -0.003931
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        rimPeakLuminanceWeb      0.061926   0.061900  -0.000026
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        rimFwhmWeb               1.011090   1.011095  +0.000005
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        ssimMean                 0.978612   0.978617  +0.000004
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        oklabDeltaEMean          0.002891   0.002891  -0.000000
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        interiorMeanWeb          0.201401   0.201399  -0.000002
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        rimPeakLuminanceWeb      0.128424   0.066610  -0.061814
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        rimFwhmWeb               0.987214   0.972357  -0.014857
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        ssimMean                 0.996378   0.994591  -0.001787
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        oklabDeltaEMean          0.001095   0.001169  +0.000074
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-blue        interiorMeanWeb          0.205118   0.200995  -0.004123
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.056153   0.056126  -0.000027
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      rimFwhmWeb               1.011189   1.011195  +0.000006
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      ssimMean                 0.977614   0.977627  +0.000013
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.002722   0.002721  -0.000000
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.359303   0.359302  -0.000002
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.110403   0.051308  -0.059095
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      rimFwhmWeb               0.973505   0.940128  -0.033376
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      ssimMean                 0.997470   0.997111  -0.000360
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.001058   0.001043  -0.000015
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.360622   0.356678  -0.003944
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half rimPeakLuminanceWeb      0.055368   0.055578  +0.000210
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half rimFwhmWeb               1.013162   1.014982  +0.001821
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half ssimMean                 0.977369   0.977374  +0.000006
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half oklabDeltaEMean          0.003158   0.003103  -0.000055
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half interiorMeanWeb          0.458003   0.456461  -0.001542
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half rimPeakLuminanceWeb      0.104497   0.043709  -0.060788
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half rimFwhmWeb               0.967915   0.921103  -0.046811
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half ssimMean                 0.998088   0.997833  -0.000255
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half oklabDeltaEMean          0.001673   0.001665  -0.000008
